GEO,AGE,SEX,HRPROF,UNIT,Value
Saskatchewan,45 to 64,Males,Accessed care (past year),Percent,NA
Saskatchewan,45 to 64,Males,Psychosis,Number,NA
Saskatchewan,45 to 64,Males,Psychosis,Percent,NA
Saskatchewan,45 to 64,Males,PTSD,Number,NA
Saskatchewan,45 to 64,Males,PTSD,Percent,NA
Saskatchewan,45 to 64,Females,Any Disorder,Number,4752
Saskatchewan,45 to 64,Females,Any Disorder,Percent,0.062
Saskatchewan,45 to 64,Females,Depression,Number,4752
Saskatchewan,45 to 64,Females,Depression,Percent,0.062
Saskatchewan,45 to 64,Females,Bipolar,Number,NA
Saskatchewan,45 to 64,Females,Bipolar,Percent,NA
Saskatchewan,45 to 64,Females,Anxiety,Number,6118
Saskatchewan,45 to 64,Females,Anxiety,Percent,0.079
Saskatchewan,45 to 64,Females,Any Substance,Number,NA
Saskatchewan,45 to 64,Females,Any Substance,Percent,NA
Saskatchewan,45 to 64,Females,Alcohol,Number,NA
Saskatchewan,45 to 64,Females,Alcohol,Percent,NA
Saskatchewan,45 to 64,Females,Cannabis,Number,NA
Saskatchewan,45 to 64,Females,Cannabis,Percent,NA
Saskatchewan,45 to 64,Females,Other,Number,NA
Saskatchewan,45 to 64,Females,Other,Percent,NA
Saskatchewan,45 to 64,Females,Suicidal,Number,4207
Saskatchewan,45 to 64,Females,Suicidal,Percent,0.054000000000000006
Saskatchewan,45 to 64,Females,Good Mental Health,Number,40493
Saskatchewan,45 to 64,Females,Good Mental Health,Percent,0.52
Saskatchewan,45 to 64,Females,Poor Mental Health,Number,7314
Saskatchewan,45 to 64,Females,Poor Mental Health,Percent,0.094
Saskatchewan,45 to 64,Females,High Stress,Number,NA
Saskatchewan,45 to 64,Females,High Stress,Percent,NA
Saskatchewan,45 to 64,Females,Low Stress,Number,4106
Saskatchewan,45 to 64,Females,Low Stress,Percent,0.48700000000000004
Saskatchewan,45 to 64,Females,Needs Met,Number,4492
Saskatchewan,45 to 64,Females,Needs Met,Percent,0.057999999999999996
Saskatchewan,45 to 64,Females,Needs not Met,Number,NA
Saskatchewan,45 to 64,Females,Needs not Met,Percent,NA
Saskatchewan,45 to 64,Females,Accessed care (past year),Number,4639
Saskatchewan,45 to 64,Females,Accessed care (past year),Percent,0.059000000000000004
Saskatchewan,45 to 64,Females,Psychosis,Number,NA
Saskatchewan,45 to 64,Females,Psychosis,Percent,NA
Saskatchewan,45 to 64,Females,PTSD,Number,NA
Saskatchewan,45 to 64,Females,PTSD,Percent,NA
Alberta,65 +,Both,Any Disorder,Number,377742
Alberta,65 +,Both,Any Disorder,Percent,0.124
Alberta,65 +,Both,Depression,Number,317919
Alberta,65 +,Both,Depression,Percent,0.10400000000000001
Alberta,65 +,Both,Bipolar,Number,86868
Alberta,65 +,Both,Bipolar,Percent,0.027999999999999997
Alberta,65 +,Both,Anxiety,Number,254987
Alberta,65 +,Both,Anxiety,Percent,0.084
Alberta,65 +,Both,Any Substance,Number,823966
Alberta,65 +,Both,Any Substance,Percent,0.273
Alberta,65 +,Both,Alcohol,Number,742129
Alberta,65 +,Both,Alcohol,Percent,0.245
Alberta,65 +,Both,Cannabis,Number,238813
Alberta,65 +,Both,Cannabis,Percent,0.078
Alberta,65 +,Both,Other,Number,158897
Alberta,65 +,Both,Other,Percent,0.052000000000000005
Alberta,65 +,Both,Suicidal,Number,368080
Alberta,65 +,Both,Suicidal,Percent,0.12
Alberta,65 +,Both,Good Mental Health,Number,1956176
Alberta,65 +,Both,Good Mental Health,Percent,0.637
Alberta,65 +,Both,Poor Mental Health,Number,237347
Alberta,65 +,Both,Poor Mental Health,Percent,0.077
Alberta,65 +,Both,High Stress,Number,484490
Alberta,65 +,Both,High Stress,Percent,0.20600000000000002
Alberta,65 +,Both,Low Stress,Number,769138
Alberta,65 +,Both,Low Stress,Percent,0.327
Alberta,65 +,Both,Needs Met,Number,405350
Alberta,65 +,Both,Needs Met,Percent,0.133
Alberta,65 +,Both,Needs not Met,Number,62222
Alberta,65 +,Both,Needs not Met,Percent,0.02
Alberta,65 +,Both,Accessed care (past year),Number,348637
Alberta,65 +,Both,Accessed care (past year),Percent,0.114
Alberta,65 +,Both,Psychosis,Number,50859
Alberta,65 +,Both,Psychosis,Percent,0.017
Alberta,65 +,Both,PTSD,Number,52671
Alberta,65 +,Both,PTSD,Percent,0.017
Alberta,65 +,Males,Any Disorder,Number,164301
Alberta,65 +,Males,Any Disorder,Percent,0.106
Alberta,65 +,Males,Depression,Number,115471
Alberta,65 +,Males,Depression,Percent,0.07400000000000001
Alberta,65 +,Males,Bipolar,Number,58716
Alberta,65 +,Males,Bipolar,Percent,0.038
Alberta,65 +,Males,Anxiety,Number,92324
Alberta,65 +,Males,Anxiety,Percent,0.06
Alberta,65 +,Males,Any Substance,Number,564951
Alberta,65 +,Males,Any Substance,Percent,0.369
Alberta,65 +,Males,Alcohol,Number,520336
Alberta,65 +,Males,Alcohol,Percent,0.33899999999999997
Alberta,65 +,Males,Cannabis,Number,171111
Alberta,65 +,Males,Cannabis,Percent,0.111
Alberta,65 +,Males,Other,Number,100630
Alberta,65 +,Males,Other,Percent,0.065
Alberta,65 +,Males,Suicidal,Number,181770
Alberta,65 +,Males,Suicidal,Percent,0.11699999999999999
Alberta,65 +,Males,Good Mental Health,Number,1016798
Alberta,65 +,Males,Good Mental Health,Percent,0.6509999999999999
Alberta,65 +,Males,Poor Mental Health,Number,102939
Alberta,65 +,Males,Poor Mental Health,Percent,0.066
Alberta,65 +,Males,High Stress,Number,246426
Alberta,65 +,Males,High Stress,Percent,0.191
Alberta,65 +,Males,Low Stress,Number,410467
Alberta,65 +,Males,Low Stress,Percent,0.318
Alberta,65 +,Males,Needs Met,Number,175281
Alberta,65 +,Males,Needs Met,Percent,0.113
Alberta,65 +,Males,Needs not Met,Number,29306
Alberta,65 +,Males,Needs not Met,Percent,0.019
Alberta,65 +,Males,Accessed care (past year),Number,144994
Alberta,65 +,Males,Accessed care (past year),Percent,0.09300000000000001
Alberta,65 +,Males,Psychosis,Number,24540
Alberta,65 +,Males,Psychosis,Percent,0.016
Alberta,65 +,Males,PTSD,Number,12359
Alberta,65 +,Males,PTSD,Percent,0.008
Alberta,65 +,Females,Any Disorder,Number,213441
Alberta,65 +,Females,Any Disorder,Percent,0.14300000000000002
Alberta,65 +,Females,Depression,Number,202448
Alberta,65 +,Females,Depression,Percent,0.135
Alberta,65 +,Females,Bipolar,Number,28152
Alberta,65 +,Females,Bipolar,Percent,0.019
Alberta,65 +,Females,Anxiety,Number,162663
Alberta,65 +,Females,Anxiety,Percent,0.109
Alberta,65 +,Females,Any Substance,Number,259015
Alberta,65 +,Females,Any Substance,Percent,0.174
Alberta,65 +,Females,Alcohol,Number,221793
Alberta,65 +,Females,Alcohol,Percent,0.14800000000000002
Alberta,65 +,Females,Cannabis,Number,67702
Alberta,65 +,Females,Cannabis,Percent,0.045
Alberta,65 +,Females,Other,Number,58268
Alberta,65 +,Females,Other,Percent,0.039
Alberta,65 +,Females,Suicidal,Number,186311
Alberta,65 +,Females,Suicidal,Percent,0.124
Alberta,65 +,Females,Good Mental Health,Number,939378
Alberta,65 +,Females,Good Mental Health,Percent,0.623
Alberta,65 +,Females,Poor Mental Health,Number,134408
Alberta,65 +,Females,Poor Mental Health,Percent,0.08900000000000001
Alberta,65 +,Females,High Stress,Number,238064
Alberta,65 +,Females,High Stress,Percent,0.225
Alberta,65 +,Females,Low Stress,Number,358671
Alberta,65 +,Females,Low Stress,Percent,0.33899999999999997
Alberta,65 +,Females,Needs Met,Number,230069
Alberta,65 +,Females,Needs Met,Percent,0.153
Alberta,65 +,Females,Needs not Met,Number,32916
Alberta,65 +,Females,Needs not Met,Percent,0.022000000000000002
Alberta,65 +,Females,Accessed care (past year),Number,203642
Alberta,65 +,Females,Accessed care (past year),Percent,0.135
Alberta,65 +,Females,Psychosis,Number,26319
Alberta,65 +,Females,Psychosis,Percent,0.017
Alberta,65 +,Females,PTSD,Number,40312
Alberta,65 +,Females,PTSD,Percent,0.027000000000000003
Alberta,Total,Both,Any Disorder,Number,62964
Alberta,Total,Both,Any Disorder,Percent,0.125
Alberta,Total,Both,Depression,Number,56703
Alberta,Total,Both,Depression,Percent,0.11199999999999999
Alberta,Total,Both,Bipolar,Number,14692
Alberta,Total,Both,Bipolar,Percent,0.028999999999999998
Alberta,Total,Both,Anxiety,Number,35854
Alberta,Total,Both,Anxiety,Percent,0.071
Alberta,Total,Both,Any Substance,Number,124897
Alberta,Total,Both,Any Substance,Percent,0.248
Alberta,Total,Both,Alcohol,Number,107970
Alberta,Total,Both,Alcohol,Percent,0.214
Alberta,Total,Both,Cannabis,Number,56751
Alberta,Total,Both,Cannabis,Percent,0.11199999999999999
Alberta,Total,Both,Other,Number,29910
Alberta,Total,Both,Other,Percent,0.059000000000000004
Alberta,Total,Both,Suicidal,Number,83792
Alberta,Total,Both,Suicidal,Percent,0.165
Alberta,Total,Both,Good Mental Health,Number,320431
Alberta,Total,Both,Good Mental Health,Percent,0.632
Alberta,Total,Both,Poor Mental Health,Number,55006
Alberta,Total,Both,Poor Mental Health,Percent,0.109
Alberta,Total,Both,High Stress,Number,50955
Alberta,Total,Both,High Stress,Percent,0.129
Alberta,Total,Both,Low Stress,Number,181383
Alberta,Total,Both,Low Stress,Percent,0.45799999999999996
Alberta,Total,Both,Needs Met,Number,69643
Alberta,Total,Both,Needs Met,Percent,0.138
Alberta,Total,Both,Needs not Met,Number,20566
Alberta,Total,Both,Needs not Met,Percent,0.040999999999999995
Alberta,Total,Both,Accessed care (past year),Number,56113
Alberta,Total,Both,Accessed care (past year),Percent,0.111
Alberta,Total,Both,Psychosis,Number,NA
Alberta,Total,Both,Psychosis,Percent,NA
Alberta,Total,Both,PTSD,Number,NA
Alberta,Total,Both,PTSD,Percent,NA
Alberta,Total,Males,Any Disorder,Number,22546
Alberta,Total,Males,Any Disorder,Percent,0.087
Alberta,Total,Males,Depression,Number,NA
Alberta,Total,Males,Depression,Percent,NA
Alberta,Total,Males,Bipolar,Number,7120
Alberta,Total,Males,Bipolar,Percent,0.027000000000000003
Alberta,Total,Males,Anxiety,Number,NA
Alberta,Total,Males,Anxiety,Percent,NA
Alberta,Total,Males,Any Substance,Number,79128
Alberta,Total,Males,Any Substance,Percent,0.306
Alberta,Total,Males,Alcohol,Number,69741
Alberta,Total,Males,Alcohol,Percent,0.268
Alberta,Total,Males,Cannabis,Number,36727
Alberta,Total,Males,Cannabis,Percent,0.141
Alberta,Total,Males,Other,Number,17964
Alberta,Total,Males,Other,Percent,0.07
Alberta,Total,Males,Suicidal,Number,40053
Alberta,Total,Males,Suicidal,Percent,0.154
Alberta,Total,Males,Good Mental Health,Number,161188
Alberta,Total,Males,Good Mental Health,Percent,0.619
Alberta,Total,Males,Poor Mental Health,Number,31336
Alberta,Total,Males,Poor Mental Health,Percent,0.12
Alberta,Total,Males,High Stress,Number,17234
Alberta,Total,Males,High Stress,Percent,0.086
Alberta,Total,Males,Low Stress,Number,102160
Alberta,Total,Males,Low Stress,Percent,0.512
Alberta,Total,Males,Needs Met,Number,31377
Alberta,Total,Males,Needs Met,Percent,0.121
Alberta,Total,Males,Needs not Met,Number,NA
Alberta,Total,Males,Needs not Met,Percent,NA
Alberta,Total,Males,Accessed care (past year),Number,21049
Alberta,Total,Males,Accessed care (past year),Percent,0.081
Alberta,Total,Males,Psychosis,Number,NA
Alberta,Total,Males,Psychosis,Percent,NA
Alberta,Total,Males,PTSD,Number,NA
Alberta,Total,Males,PTSD,Percent,NA
Alberta,Total,Females,Any Disorder,Number,40418
Alberta,Total,Females,Any Disorder,Percent,0.165
Alberta,Total,Females,Depression,Number,39267
Alberta,Total,Females,Depression,Percent,0.159
Alberta,Total,Females,Bipolar,Number,NA
Alberta,Total,Females,Bipolar,Percent,NA
Alberta,Total,Females,Anxiety,Number,22043
Alberta,Total,Females,Anxiety,Percent,0.09
Alberta,Total,Females,Any Substance,Number,45769
Alberta,Total,Females,Any Substance,Percent,0.187
Alberta,Total,Females,Alcohol,Number,38229
Alberta,Total,Females,Alcohol,Percent,0.156
Alberta,Total,Females,Cannabis,Number,20024
Alberta,Total,Females,Cannabis,Percent,0.081
Alberta,Total,Females,Other,Number,NA
Alberta,Total,Females,Other,Percent,NA
Alberta,Total,Females,Suicidal,Number,43739
Alberta,Total,Females,Suicidal,Percent,0.177
Alberta,Total,Females,Good Mental Health,Number,159242
Alberta,Total,Females,Good Mental Health,Percent,0.6459999999999999
Alberta,Total,Females,Poor Mental Health,Number,23670
Alberta,Total,Females,Poor Mental Health,Percent,0.096
Alberta,Total,Females,High Stress,Number,33721
Alberta,Total,Females,High Stress,Percent,0.172
Alberta,Total,Females,Low Stress,Number,79223
Alberta,Total,Females,Low Stress,Percent,0.40299999999999997
Alberta,Total,Females,Needs Met,Number,38267
Alberta,Total,Females,Needs Met,Percent,0.156
Alberta,Total,Females,Needs not Met,Number,NA
Alberta,Total,Females,Needs not Met,Percent,NA
Alberta,Total,Females,Accessed care (past year),Number,35064
Alberta,Total,Females,Accessed care (past year),Percent,0.14300000000000002
Alberta,Total,Females,Psychosis,Number,NA
Alberta,Total,Females,Psychosis,Percent,NA
Alberta,Total,Females,PTSD,Number,NA
Alberta,Total,Females,PTSD,Percent,NA
Alberta,15 to 24,Both,Any Disorder,Number,147534
Alberta,15 to 24,Both,Any Disorder,Percent,0.128
Alberta,15 to 24,Both,Depression,Number,102835
Alberta,15 to 24,Both,Depression,Percent,0.08800000000000001
Alberta,15 to 24,Both,Bipolar,Number,52623
Alberta,15 to 24,Both,Bipolar,Percent,0.045
Alberta,15 to 24,Both,Anxiety,Number,96647
Alberta,15 to 24,Both,Anxiety,Percent,0.083
Alberta,15 to 24,Both,Any Substance,Number,338994
Alberta,15 to 24,Both,Any Substance,Percent,0.293
Alberta,15 to 24,Both,Alcohol,Number,309167
Alberta,15 to 24,Both,Alcohol,Percent,0.267
Alberta,15 to 24,Both,Cannabis,Number,97531
Alberta,15 to 24,Both,Cannabis,Percent,0.084
Alberta,15 to 24,Both,Other,Number,66855
Alberta,15 to 24,Both,Other,Percent,0.057999999999999996
Alberta,15 to 24,Both,Suicidal,Number,122006
Alberta,15 to 24,Both,Suicidal,Percent,0.10400000000000001
Alberta,15 to 24,Both,Good Mental Health,Number,771138
Alberta,15 to 24,Both,Good Mental Health,Percent,0.659
Alberta,15 to 24,Both,Poor Mental Health,Number,80365
Alberta,15 to 24,Both,Poor Mental Health,Percent,0.069
Alberta,15 to 24,Both,High Stress,Number,231244
Alberta,15 to 24,Both,High Stress,Percent,0.225
Alberta,15 to 24,Both,Low Stress,Number,316607
Alberta,15 to 24,Both,Low Stress,Percent,0.307
Alberta,15 to 24,Both,Needs Met,Number,159983
Alberta,15 to 24,Both,Needs Met,Percent,0.138
Alberta,15 to 24,Both,Needs not Met,Number,17911
Alberta,15 to 24,Both,Needs not Met,Percent,0.015
Alberta,15 to 24,Both,Accessed care (past year),Number,145772
Alberta,15 to 24,Both,Accessed care (past year),Percent,0.125
Alberta,15 to 24,Both,Psychosis,Number,NA
Alberta,15 to 24,Both,Psychosis,Percent,NA
Alberta,15 to 24,Both,PTSD,Number,NA
Alberta,15 to 24,Both,PTSD,Percent,NA
Alberta,15 to 24,Males,Any Disorder,Number,81902
Alberta,15 to 24,Males,Any Disorder,Percent,0.136
Alberta,15 to 24,Males,Depression,Number,45309
Alberta,15 to 24,Males,Depression,Percent,0.07400000000000001
Alberta,15 to 24,Males,Bipolar,Number,41557
Alberta,15 to 24,Males,Bipolar,Percent,0.069
Alberta,15 to 24,Males,Anxiety,Number,42871
Alberta,15 to 24,Males,Anxiety,Percent,0.071
Alberta,15 to 24,Males,Any Substance,Number,233305
Alberta,15 to 24,Males,Any Substance,Percent,0.387
Alberta,15 to 24,Males,Alcohol,Number,213295
Alberta,15 to 24,Males,Alcohol,Percent,0.354
Alberta,15 to 24,Males,Cannabis,Number,69207
Alberta,15 to 24,Males,Cannabis,Percent,0.115
Alberta,15 to 24,Males,Other,Number,42328
Alberta,15 to 24,Males,Other,Percent,0.07
Alberta,15 to 24,Males,Suicidal,Number,62162
Alberta,15 to 24,Males,Suicidal,Percent,0.102
Alberta,15 to 24,Males,Good Mental Health,Number,414121
Alberta,15 to 24,Males,Good Mental Health,Percent,0.6779999999999999
Alberta,15 to 24,Males,Poor Mental Health,Number,27672
Alberta,15 to 24,Males,Poor Mental Health,Percent,0.045
Alberta,15 to 24,Males,High Stress,Number,130019
Alberta,15 to 24,Males,High Stress,Percent,0.225
Alberta,15 to 24,Males,Low Stress,Number,157523
Alberta,15 to 24,Males,Low Stress,Percent,0.272
Alberta,15 to 24,Males,Needs Met,Number,74857
Alberta,15 to 24,Males,Needs Met,Percent,0.124
Alberta,15 to 24,Males,Needs not Met,Number,NA
Alberta,15 to 24,Males,Needs not Met,Percent,NA
Alberta,15 to 24,Males,Accessed care (past year),Number,58092
Alberta,15 to 24,Males,Accessed care (past year),Percent,0.095
Alberta,15 to 24,Males,Psychosis,Number,NA
Alberta,15 to 24,Males,Psychosis,Percent,NA
Alberta,15 to 24,Males,PTSD,Number,NA
Alberta,15 to 24,Males,PTSD,Percent,NA
Alberta,15 to 24,Females,Any Disorder,Number,65632
Alberta,15 to 24,Females,Any Disorder,Percent,0.11900000000000001
Alberta,15 to 24,Females,Depression,Number,57526
Alberta,15 to 24,Females,Depression,Percent,0.10400000000000001
Alberta,15 to 24,Females,Bipolar,Number,NA
Alberta,15 to 24,Females,Bipolar,Percent,NA
Alberta,15 to 24,Females,Anxiety,Number,53776
Alberta,15 to 24,Females,Anxiety,Percent,0.09699999999999999
Alberta,15 to 24,Females,Any Substance,Number,105690
Alberta,15 to 24,Females,Any Substance,Percent,0.191
Alberta,15 to 24,Females,Alcohol,Number,95872
Alberta,15 to 24,Females,Alcohol,Percent,0.17300000000000001
Alberta,15 to 24,Females,Cannabis,Number,28324
Alberta,15 to 24,Females,Cannabis,Percent,0.051
Alberta,15 to 24,Females,Other,Number,24527
Alberta,15 to 24,Females,Other,Percent,0.044000000000000004
Alberta,15 to 24,Females,Suicidal,Number,59844
Alberta,15 to 24,Females,Suicidal,Percent,0.107
Alberta,15 to 24,Females,Good Mental Health,Number,357017
Alberta,15 to 24,Females,Good Mental Health,Percent,0.639
Alberta,15 to 24,Females,Poor Mental Health,Number,52693
Alberta,15 to 24,Females,Poor Mental Health,Percent,0.094
Alberta,15 to 24,Females,High Stress,Number,101225
Alberta,15 to 24,Females,High Stress,Percent,0.22399999999999998
Alberta,15 to 24,Females,Low Stress,Number,159084
Alberta,15 to 24,Females,Low Stress,Percent,0.35200000000000004
Alberta,15 to 24,Females,Needs Met,Number,85127
Alberta,15 to 24,Females,Needs Met,Percent,0.153
Alberta,15 to 24,Females,Needs not Met,Number,10225
Alberta,15 to 24,Females,Needs not Met,Percent,0.018000000000000002
Alberta,15 to 24,Females,Accessed care (past year),Number,87680
Alberta,15 to 24,Females,Accessed care (past year),Percent,0.157
Alberta,15 to 24,Females,Psychosis,Number,NA
Alberta,15 to 24,Females,Psychosis,Percent,NA
Alberta,15 to 24,Females,PTSD,Number,NA
Alberta,15 to 24,Females,PTSD,Percent,NA
Alberta,25 to 44,Both,Any Disorder,Number,143786
Alberta,25 to 44,Both,Any Disorder,Percent,0.147
Alberta,25 to 44,Both,Depression,Number,134923
Alberta,25 to 44,Both,Depression,Percent,0.13699999999999998
Alberta,25 to 44,Both,Bipolar,Number,NA
Alberta,25 to 44,Both,Bipolar,Percent,NA
Alberta,25 to 44,Both,Anxiety,Number,107044
Alberta,25 to 44,Both,Anxiety,Percent,0.109
Alberta,25 to 44,Both,Any Substance,Number,296270
Alberta,25 to 44,Both,Any Substance,Percent,0.304
Alberta,25 to 44,Both,Alcohol,Number,264369
Alberta,25 to 44,Both,Alcohol,Percent,0.27
Alberta,25 to 44,Both,Cannabis,Number,82284
Alberta,25 to 44,Both,Cannabis,Percent,0.084
Alberta,25 to 44,Both,Other,Number,57633
Alberta,25 to 44,Both,Other,Percent,0.059000000000000004
Alberta,25 to 44,Both,Suicidal,Number,132656
Alberta,25 to 44,Both,Suicidal,Percent,0.134
Alberta,25 to 44,Both,Good Mental Health,Number,621173
Alberta,25 to 44,Both,Good Mental Health,Percent,0.628
Alberta,25 to 44,Both,Poor Mental Health,Number,72288
Alberta,25 to 44,Both,Poor Mental Health,Percent,0.073
Alberta,25 to 44,Both,High Stress,Number,194965
Alberta,25 to 44,Both,High Stress,Percent,0.23399999999999999
Alberta,25 to 44,Both,Low Stress,Number,217132
Alberta,25 to 44,Both,Low Stress,Percent,0.26
Alberta,25 to 44,Both,Needs Met,Number,143044
Alberta,25 to 44,Both,Needs Met,Percent,0.145
Alberta,25 to 44,Both,Needs not Met,Number,22048
Alberta,25 to 44,Both,Needs not Met,Percent,0.022000000000000002
Alberta,25 to 44,Both,Accessed care (past year),Number,117727
Alberta,25 to 44,Both,Accessed care (past year),Percent,0.11900000000000001
Alberta,25 to 44,Both,Psychosis,Number,20596
Alberta,25 to 44,Both,Psychosis,Percent,0.021
Alberta,25 to 44,Both,PTSD,Number,25569
Alberta,25 to 44,Both,PTSD,Percent,0.026000000000000002
Alberta,25 to 44,Males,Any Disorder,Number,53936
Alberta,25 to 44,Males,Any Disorder,Percent,0.10800000000000001
Alberta,25 to 44,Males,Depression,Number,46809
Alberta,25 to 44,Males,Depression,Percent,0.09300000000000001
Alberta,25 to 44,Males,Bipolar,Number,NA
Alberta,25 to 44,Males,Bipolar,Percent,NA
Alberta,25 to 44,Males,Anxiety,Number,30647
Alberta,25 to 44,Males,Anxiety,Percent,0.061
Alberta,25 to 44,Males,Any Substance,Number,203159
Alberta,25 to 44,Males,Any Substance,Percent,0.41100000000000003
Alberta,25 to 44,Males,Alcohol,Number,187941
Alberta,25 to 44,Males,Alcohol,Percent,0.379
Alberta,25 to 44,Males,Cannabis,Number,63690
Alberta,25 to 44,Males,Cannabis,Percent,0.127
Alberta,25 to 44,Males,Other,Number,39021
Alberta,25 to 44,Males,Other,Percent,0.078
Alberta,25 to 44,Males,Suicidal,Number,68372
Alberta,25 to 44,Males,Suicidal,Percent,0.136
Alberta,25 to 44,Males,Good Mental Health,Number,327001
Alberta,25 to 44,Males,Good Mental Health,Percent,0.65
Alberta,25 to 44,Males,Poor Mental Health,Number,32600
Alberta,25 to 44,Males,Poor Mental Health,Percent,0.065
Alberta,25 to 44,Males,High Stress,Number,94557
Alberta,25 to 44,Males,High Stress,Percent,0.20800000000000002
Alberta,25 to 44,Males,Low Stress,Number,112349
Alberta,25 to 44,Males,Low Stress,Percent,0.247
Alberta,25 to 44,Males,Needs Met,Number,56850
Alberta,25 to 44,Males,Needs Met,Percent,0.113
Alberta,25 to 44,Males,Needs not Met,Number,NA
Alberta,25 to 44,Males,Needs not Met,Percent,NA
Alberta,25 to 44,Males,Accessed care (past year),Number,49695
Alberta,25 to 44,Males,Accessed care (past year),Percent,0.099
Alberta,25 to 44,Males,Psychosis,Number,15671
Alberta,25 to 44,Males,Psychosis,Percent,0.031
Alberta,25 to 44,Males,PTSD,Number,NA
Alberta,25 to 44,Males,PTSD,Percent,NA
Alberta,25 to 44,Females,Any Disorder,Number,89850
Alberta,25 to 44,Females,Any Disorder,Percent,0.18600000000000003
Alberta,25 to 44,Females,Depression,Number,88114
Alberta,25 to 44,Females,Depression,Percent,0.182
Alberta,25 to 44,Females,Bipolar,Number,NA
Alberta,25 to 44,Females,Bipolar,Percent,NA
Alberta,25 to 44,Females,Anxiety,Number,76397
Alberta,25 to 44,Females,Anxiety,Percent,0.159
Alberta,25 to 44,Females,Any Substance,Number,93110
Alberta,25 to 44,Females,Any Substance,Percent,0.19399999999999998
Alberta,25 to 44,Females,Alcohol,Number,76428
Alberta,25 to 44,Females,Alcohol,Percent,0.158
Alberta,25 to 44,Females,Cannabis,Number,NA
Alberta,25 to 44,Females,Cannabis,Percent,NA
Alberta,25 to 44,Females,Other,Number,NA
Alberta,25 to 44,Females,Other,Percent,NA
Alberta,25 to 44,Females,Suicidal,Number,64284
Alberta,25 to 44,Females,Suicidal,Percent,0.133
Alberta,25 to 44,Females,Good Mental Health,Number,294172
Alberta,25 to 44,Females,Good Mental Health,Percent,0.605
Alberta,25 to 44,Females,Poor Mental Health,Number,39688
Alberta,25 to 44,Females,Poor Mental Health,Percent,0.08199999999999999
Alberta,25 to 44,Females,High Stress,Number,100408
Alberta,25 to 44,Females,High Stress,Percent,0.264
Alberta,25 to 44,Females,Low Stress,Number,104783
Alberta,25 to 44,Females,Low Stress,Percent,0.276
Alberta,25 to 44,Females,Needs Met,Number,86194
Alberta,25 to 44,Females,Needs Met,Percent,0.17800000000000002
Alberta,25 to 44,Females,Needs not Met,Number,NA
Alberta,25 to 44,Females,Needs not Met,Percent,NA
Alberta,25 to 44,Females,Accessed care (past year),Number,68032
Alberta,25 to 44,Females,Accessed care (past year),Percent,0.14
Alberta,25 to 44,Females,Psychosis,Number,NA
Alberta,25 to 44,Females,Psychosis,Percent,NA
Alberta,25 to 44,Females,PTSD,Number,NA
Alberta,25 to 44,Females,PTSD,Percent,NA
Alberta,45 to 64,Both,Any Disorder,Number,23458
Alberta,45 to 64,Both,Any Disorder,Percent,0.059000000000000004
Alberta,45 to 64,Both,Depression,Number,23458
Alberta,45 to 64,Both,Depression,Percent,0.059000000000000004
Alberta,45 to 64,Both,Bipolar,Number,NA
Alberta,45 to 64,Both,Bipolar,Percent,NA
Alberta,45 to 64,Both,Anxiety,Number,15442
Alberta,45 to 64,Both,Anxiety,Percent,0.039
Alberta,45 to 64,Both,Any Substance,Number,63805
Alberta,45 to 64,Both,Any Substance,Percent,0.166
Alberta,45 to 64,Both,Alcohol,Number,60623
Alberta,45 to 64,Both,Alcohol,Percent,0.155
Alberta,45 to 64,Both,Cannabis,Number,NA
Alberta,45 to 64,Both,Cannabis,Percent,NA
Alberta,45 to 64,Both,Other,Number,NA
Alberta,45 to 64,Both,Other,Percent,NA
Alberta,45 to 64,Both,Suicidal,Number,29627
Alberta,45 to 64,Both,Suicidal,Percent,0.073
Alberta,45 to 64,Both,Good Mental Health,Number,243434
Alberta,45 to 64,Both,Good Mental Health,Percent,0.602
Alberta,45 to 64,Both,Poor Mental Health,Number,29688
Alberta,45 to 64,Both,Poor Mental Health,Percent,0.073
Alberta,45 to 64,Both,High Stress,Number,NA
Alberta,45 to 64,Both,High Stress,Percent,NA
Alberta,45 to 64,Both,Low Stress,Number,54016
Alberta,45 to 64,Both,Low Stress,Percent,0.61
Alberta,45 to 64,Both,Needs Met,Number,32679
Alberta,45 to 64,Both,Needs Met,Percent,0.081
Alberta,45 to 64,Both,Needs not Met,Number,NA
Alberta,45 to 64,Both,Needs not Met,Percent,NA
Alberta,45 to 64,Both,Accessed care (past year),Number,29025
Alberta,45 to 64,Both,Accessed care (past year),Percent,0.07200000000000001
Alberta,45 to 64,Both,Psychosis,Number,NA
Alberta,45 to 64,Both,Psychosis,Percent,NA
Alberta,45 to 64,Both,PTSD,Number,NA
Alberta,45 to 64,Both,PTSD,Percent,NA
Alberta,45 to 64,Males,Any Disorder,Number,NA
Alberta,45 to 64,Males,Any Disorder,Percent,NA
Alberta,45 to 64,Males,Depression,Number,NA
Alberta,45 to 64,Males,Depression,Percent,NA
Alberta,45 to 64,Males,Bipolar,Number,NA
Alberta,45 to 64,Males,Bipolar,Percent,NA
Alberta,45 to 64,Males,Anxiety,Number,NA
Alberta,45 to 64,Males,Anxiety,Percent,NA
Alberta,45 to 64,Males,Any Substance,Number,49359
Alberta,45 to 64,Males,Any Substance,Percent,0.28300000000000003
Alberta,45 to 64,Males,Alcohol,Number,49359
